ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
ABRZ1151612: 5625kg (20%)
TTHZ7098866: 5881kg (20%)
EEVU8258235: 3783kg (20%)
KDJU3554826: 5766kg (20%)
NSKJ1433061: 3662kg (20%)
HAPZ6152900: 5515kg (20%)
KLPJ9263756: 2036kg (20%)
KCLJ8797844: 3184kg (20%)
LQQU4027590: 4529kg (20%)
GAFU6643550: 3070kg (20%)
ADPU4482457: 5565kg (20%)
GNGJ3058644: 3681kg (20%)
RAFZ8829742: 5370kg (20%)
TASU8488382: 4228kg (20%)
FPRJ4030121: 3947kg (20%)
JYFU0658179: 4447kg (20%)
VFBJ6886304: 4161kg (20%)
LCNJ8943098: 5598kg (20%)
TELJ9503419: 3908kg (20%)
ECPU6194703: 4024kg (20%)
UZEU3463313: 6029kg (20%)
JVEU3181664: 4697kg (20%)
FZPJ6463136: 5951kg (20%)
XWJZ7004371: 2699kg (20%)
LYVJ0320974: 4807kg (20%)
TIJU5372703: 5907kg (20%)
RTIZ8119513: 2327kg (20%)
OCZU5746919: 5855kg (20%)
JTPU0838148: 3283kg (20%)
YAYU9619940: 2957kg (20%)
FEKZ6351508: 3982kg (20%)
YJIJ2010324: 4641kg (20%)
IKYZ9827193: 3503kg (20%)
IBCJ0114647: 3395kg (20%)
WANU8330070: 3761kg (20%)
YCRJ4935405: 2484kg (20%)
RMBZ4106347: 3448kg (20%)
MEHZ9067356: 4001kg (20%)
PWKU2407934: 4504kg (20%)
WSPJ0027924: 5190kg (20%)
IHTU9799179: 3612kg (20%)
JXSZ6230906: 3609kg (19%)
PADU2548002: 3591kg (19%)
PMTU3956639: 5772kg (19%)
NHQZ5168661: 4608kg (19%)
LMIU9369677: 4931kg (19%)
LPNZ9456691: 3356kg (19%)
BXSU1465246: 2994kg (19%)
ISFU6340569: 2412kg (19%)
CTYZ8742455: 3292kg (19%)
TBJU3126282: 3948kg (19%)
TDMZ1535924: 3589kg (19%)
JCNJ4588264: 5704kg (19%)
KXSJ4388529: 3751kg (19%)
CCCJ3834353: 4330kg (19%)
SMAZ5449144: 2685kg (19%)
COPJ8431010: 4545kg (19%)
QMFJ1760694: 3330kg (19%)
TNAJ3418369: 4781kg (19%)
IMQZ8262767: 4211kg (19%)
OQKZ1387381: 3164kg (19%)
IUMZ6651214: 2626kg (19%)
XIFZ3010096: 3009kg (19%)
OOZU3464405: 5132kg (19%)
DHNU8151096: 3889kg (19%)
UVQJ8453551: 2742kg (19%)
UFUZ9445699: 3758kg (19%)
IQMZ3607996: 4473kg (19%)
XADJ6798017: 4604kg (19%)
XRMJ0371055: 2825kg (19%)
UWDJ0685547: 5060kg (19%)
BKZJ9085679: 3861kg (19%)
LWZJ8376548: 2816kg (19%)
UKNJ5188581: 3921kg (19%)
YIZJ8252428: 4674kg (19%)
UYJU2465072: 3344kg (19%)
CDKU2506052: 2467kg (19%)
MGGZ2996928: 4680kg (19%)
VCTJ5506920: 4231kg (19%)
DOHZ2688615: 4211kg (19%)
FGFJ2993215: 4943kg (19%)
XZWZ1532647: 4204kg (19%)
ITAU3545652: 3212kg (19%)
BOZZ5536512: 4330kg (19%)
HEMZ6820233: 2240kg (19%)
LOQU7613632: 5814kg (19%)
JXFZ3058984: 4872kg (19%)
DDLU5081580: 5520kg (19%)
QBAJ7533074: 5207kg (19%)
DUKZ9189400: 5559kg (19%)
RQWJ0349635: 3946kg (19%)
RBLJ5759164: 4549kg (19%)
SKDU8754430: 3386kg (19%)
CCVZ4133500: 4021kg (19%)
LFOZ5065084: 2617kg (19%)
OBHJ9785374: 4940kg (19%)
KQDZ1540880: 3382kg (19%)
IRIZ5350319: 3728kg (19%)
ZGHZ3831863: 3496kg (19%)
DGVU0552046: 3768kg (19%)
UOJJ6667405: 3936kg (19%)
ENNJ7714462: 5259kg (19%)
YEFJ7757523: 4493kg (19%)
SZMZ2633826: 2653kg (19%)
SNEZ3920649: 3597kg (19%)
IJUU2236982: 5805kg (19%)
MIHZ3229512: 4574kg (19%)
HGFU7893575: 4580kg (19%)
SHOZ5627490: 2335kg (19%)
GEMU7626156: 4169kg (19%)
NFSZ4923079: 5484kg (19%)
GQLZ9502739: 4531kg (19%)
OYFJ5786574: 3838kg (19%)
NYYJ3094757: 4381kg (19%)
HXOJ2732027: 3401kg (19%)
HMYZ0090573: 3722kg (19%)
OLCJ8581537: 5174kg (19%)
OYPJ1545981: 4272kg (19%)
WJVZ0758164: 4283kg (19%)
ZMRZ3710524: 2994kg (19%)
GXBU2791461: 4638kg (19%)
WDBJ3308067: 3434kg (19%)
RYIJ0281105: 2964kg (19%)
BQYZ0206548: 4412kg (19%)
HIGZ5547347: 3183kg (19%)
BSGU6139284: 4017kg (19%)
HOZJ1464012: 3000kg (19%)
KSTZ4712570: 4656kg (19%)
KLNJ7712087: 4359kg (19%)
ADSZ2000759: 5564kg (19%)
IFFU1400598: 4743kg (19%)
AYUJ3670019: 3497kg (19%)
UFFJ0320396: 4466kg (19%)
WDFU5774689: 3974kg (19%)
QHTJ5410616: 3914kg (19%)
OTGJ3956320: 3735kg (19%)
GGGJ4526018: 2744kg (19%)
KYNJ8742186: 5497kg (19%)
JTEU3627544: 3502kg (19%)
UAHJ5317538: 3041kg (19%)
VWLJ6654190: 5186kg (19%)
LQVZ7401491: 4526kg (19%)
NFYU0985258: 5373kg (19%)
UCEU0510419: 3591kg (19%)
JJFZ2334026: 4830kg (19%)
OBVZ5389514: 4443kg (19%)
AQHJ0409462: 5162kg (19%)
SQDU3286021: 4733kg (19%)
TVAZ0332497: 5043kg (19%)
SQOU2144518: 3407kg (19%)
EACU2620652: 2763kg (19%)
VXBZ9769568: 3122kg (19%)
BCIU1183883: 4211kg (19%)
JCHJ1438969: 3703kg (19%)
FOQJ3724014: 4808kg (19%)
NATJ4743370: 5161kg (19%)
NMQJ3650568: 4508kg (19%)
ZLHJ2142927: 3672kg (19%)
SZOZ3990347: 1947kg (19%)
YDDZ3126916: 4374kg (19%)
CUMU0517714: 3567kg (19%)
WHWU0761431: 4835kg (19%)
SPRU3677051: 3308kg (19%)
HTSJ3514585: 4129kg (19%)
VJNU1544417: 1939kg (19%)
ZYPZ9836023: 4834kg (19%)
PQAZ0426614: 3580kg (19%)
YOWJ4201007: 3846kg (19%)
GWHZ8686600: 4578kg (19%)
JZBU4261010: 5137kg (19%)
YWRJ5645685: 5517kg (19%)
OGXU0660347: 4504kg (19%)
SWUU5108341: 2453kg (19%)
VGIZ6886735: 4076kg (19%)
KHPU3783195: 4097kg (19%)
ESEJ9163016: 5213kg (19%)
FHYU1020496: 5378kg (19%)
WSHJ4507869: 4052kg (19%)
IBYZ9677780: 2807kg (19%)
JRZZ4754837: 2159kg (19%)
TGXZ8848795: 2461kg (19%)
ZWJU2205219: 4539kg (18%)
MPFJ6504372: 4571kg (18%)
TVRJ3930569: 2845kg (18%)
XUDZ1508655: 3773kg (18%)
VUBJ7565928: 3474kg (18%)
VLNJ1703875: 3550kg (18%)
ILBZ4095884: 3878kg (18%)
WQJZ4615346: 4161kg (18%)
HHUJ6793693: 4001kg (18%)
CYGZ0219949: 2251kg (18%)
JULJ7667007: 4285kg (18%)
HVSZ2048806: 4080kg (18%)
BQJU6854350: 2940kg (18%)
EKBJ5808538: 3182kg (18%)
VJGJ6677113: 3651kg (18%)
RRSU9871612: 5222kg (18%)
UWWJ8768122: 4019kg (18%)
FVGZ3448416: 4476kg (18%)
NIFZ8087268: 3061kg (18%)
YBOJ1687846: 2482kg (18%)
AFRJ0075868: 3645kg (18%)
QPBZ3730345: 5069kg (18%)
BXUJ0799526: 4321kg (18%)
WFBZ8560185: 4607kg (18%)
CYPU8630033: 4817kg (18%)
JKAU5017906: 3975kg (18%)
YNUU9398590: 2146kg (18%)
AGFZ3691881: 2973kg (18%)
ZRYZ2254090: 3623kg (18%)
CSIU9776140: 3086kg (18%)
UVEU1429904: 3149kg (18%)
KNJJ4262474: 4789kg (18%)
DDNU9401887: 4893kg (18%)
XEVU6566002: 2470kg (18%)
OUEZ8348296: 3399kg (18%)
LLUJ4751518: 2850kg (18%)
IIJU3849838: 3600kg (18%)
VPHU0056358: 4491kg (18%)
UEXJ1085492: 4515kg (18%)
GSVJ1730811: 2844kg (18%)
BBWJ8876071: 4474kg (18%)
QXDZ6885641: 5518kg (18%)
WPYU0834850: 4411kg (18%)
INXJ3726381: 5102kg (18%)
FVHU1423535: 3842kg (18%)
PSAJ9971199: 4411kg (18%)
FOMU7235453: 4559kg (18%)
JPGU4691723: 3040kg (18%)
ILTZ9479131: 3326kg (18%)
BMTU8116222: 4191kg (18%)
CZXU7763976: 5089kg (18%)
GHUZ5797287: 3807kg (18%)
UFPJ8536315: 3669kg (18%)
OPGJ1300321: 3838kg (18%)
KVQU7308675: 4500kg (18%)
TRJJ7502277: 3585kg (18%)
NVHU3310598: 3317kg (18%)
AQLZ1583539: 4671kg (18%)
CEZU0306866: 2867kg (18%)
XAAZ2448538: 2843kg (18%)
WPSU8037809: 2562kg (18%)
ETBU6338769: 3183kg (18%)
IBMJ5895314: 1886kg (18%)
HHVU8704864: 4260kg (18%)
LPDU1186417: 3410kg (18%)
EXXZ4587477: 2000kg (18%)
VIBJ3974126: 3675kg (18%)
MZVU7352102: 2745kg (18%)
ZHNZ9856353: 3095kg (18%)
GEFJ5828120: 4458kg (18%)
DVAU9215288: 4400kg (18%)
BHGJ2112702: 1820kg (18%)
WRPJ9205125: 3488kg (18%)
MSTJ5596290: 4913kg (18%)
KTBJ5112958: 3382kg (18%)
LPYU6109631: 3558kg (18%)
YNDJ6994482: 4192kg (18%)
XEPJ4795638: 3072kg (18%)
IKXJ8109084: 3441kg (18%)
PMHU3232769: 4663kg (18%)
VBVZ5732204: 3352kg (18%)
UAEJ2948056: 5452kg (18%)
IFDJ1562644: 4409kg (18%)
PYNU1370112: 4743kg (18%)
ARSZ5110411: 4196kg (18%)
QRLU5022727: 5253kg (18%)
LCWJ6913927: 3834kg (18%)
AJVZ3334707: 3858kg (18%)
ARMZ1392792: 2860kg (18%)
FYQZ3551065: 3714kg (18%)
XRFZ1114944: 4337kg (18%)
SNFZ4199042: 4460kg (18%)
CCZZ9283050: 3641kg (18%)
XRIJ3825840: 3412kg (18%)
DAJJ4560189: 5212kg (18%)
GXHZ0627610: 4891kg (18%)
CALU6980912: 4125kg (18%)
NYRJ5651082: 4419kg (18%)
JFRU4069641: 3655kg (18%)
DRMJ0833045: 2406kg (18%)
HXTJ2789855: 4473kg (18%)
MKRJ0954037: 3702kg (18%)
YIQZ9714348: 2511kg (18%)
ETXJ1083281: 3519kg (18%)
MXMZ8769473: 4131kg (18%)
FOZZ7855553: 2560kg (18%)
RVEJ2139505: 4512kg (18%)
JHOJ5743800: 4093kg (18%)
LTMJ4650988: 3976kg (18%)
XKZZ9915236: 3380kg (18%)
SRQU4412223: 4427kg (18%)
JVHJ2901808: 3878kg (18%)
ROYU5363717: 2593kg (18%)
RQQU5441563: 4589kg (18%)
NQUZ0482416: 1896kg (18%)
HWEU5880267: 5284kg (18%)
XHKJ1867321: 3725kg (18%)
SNDZ7331530: 3812kg (18%)
JJJZ8188297: 4220kg (18%)
LRSJ2957868: 4781kg (18%)
IDTJ0933701: 2790kg (18%)
TGYZ8924405: 4247kg (18%)
YJJZ9587656: 3449kg (18%)
QHQJ7830987: 2935kg (18%)
SMHJ4584216: 3682kg (18%)
MJTZ2001981: 3043kg (18%)
AGPU5108483: 3708kg (18%)
HDLJ8102957: 4839kg (18%)
TYZZ3823202: 3967kg (18%)
XRVU8602134: 3546kg (18%)
DBVU1711643: 2924kg (18%)
VMMJ7795773: 5180kg (18%)
FMWJ6398941: 2358kg (18%)
KNOZ3507716: 3218kg (18%)
HXMU8671762: 2736kg (18%)
NKQU5589743: 3131kg (18%)
LJJU5846790: 3814kg (18%)
LFFU6016327: 4576kg (18%)
NGEU4798622: 3124kg (18%)
CZCZ1061322: 4337kg (18%)
JSVJ6405395: 4129kg (18%)
WZUJ9628151: 2710kg (18%)
GXMZ4074388: 4497kg (18%)
EOSU9448911: 2162kg (18%)
FCTZ2578850: 3447kg (18%)
ACRU6825869: 4153kg (18%)
ZDJU7635113: 2135kg (18%)
GCZU2656211: 4750kg (18%)
UYUJ9016116: 3546kg (18%)
LMTU9411580: 4472kg (18%)
MGXZ0037312: 3200kg (18%)
KNQJ7702663: 5340kg (18%)
PJYZ6504747: 2992kg (18%)
ZUNZ2871853: 2933kg (18%)
QKTU7612935: 5071kg (18%)
TRIU6282777: 2942kg (18%)
UQXJ6313230: 3212kg (17%)
JUOZ8371168: 1920kg (17%)
ENZZ9830642: 2844kg (17%)
OXPU0698548: 3661kg (17%)
BFXU8290916: 3422kg (17%)
YHMZ5964340: 4021kg (17%)
WICJ0905617: 3795kg (17%)
IUZJ3537184: 4078kg (17%)
EELJ6468226: 2447kg (17%)
NDZJ7739261: 4099kg (17%)
WELU4786595: 3767kg (17%)
GDSZ9036955: 1878kg (17%)
TQHU4139372: 2418kg (17%)
ZERZ9213842: 2738kg (17%)
RDPJ7630273: 2829kg (17%)
CFWJ9834968: 2980kg (17%)
IAFZ2262907: 2318kg (17%)
WHDJ7630927: 2411kg (17%)
TUSU0683574: 4315kg (17%)
RXCJ6814746: 3547kg (17%)
EEYJ9039722: 4232kg (17%)
RBTZ7128041: 3720kg (17%)
ZCPZ6225514: 4113kg (17%)
ZKNZ8325525: 3686kg (17%)
RQOU5344190: 1778kg (17%)
UNUZ2902949: 3276kg (17%)
NQQU6468622: 4748kg (17%)
CUCJ0678846: 4983kg (17%)
MALZ5071960: 2095kg (17%)
RQTU3215336: 3675kg (17%)
KKRJ4313042: 3740kg (17%)
XPDJ9203787: 3909kg (17%)
RERJ5181006: 2742kg (17%)
GMYJ2383022: 2244kg (17%)
PFWZ8726700: 3819kg (17%)
PCZJ3368539: 3025kg (17%)
KNQJ5210676: 2515kg (17%)
LESU4095850: 4581kg (17%)
ZSIZ6313110: 3835kg (17%)
AIJJ4183604: 4052kg (17%)
LRRJ5552169: 2399kg (17%)
DNJU4205575: 3120kg (17%)
XYOU4573629: 3975kg (17%)
TUTJ2183347: 4814kg (17%)
KETZ3934129: 2680kg (17%)
YGNZ8099556: 2481kg (17%)
NPNZ1365850: 3694kg (17%)
JUDU1907896: 4649kg (17%)
XABU1741324: 4062kg (17%)
AHOU6811322: 3099kg (17%)
JUVU9779623: 3889kg (17%)
PDKU1729355: 2603kg (17%)
FMKZ2095777: 2977kg (17%)
CGXJ4857495: 4883kg (17%)
ULOJ1471713: 3268kg (17%)
UEDZ1599626: 2563kg (17%)
ZCBU9694305: 3278kg (17%)
LKHJ7807698: 3484kg (17%)
XDUZ1706785: 3649kg (17%)
PXNZ2783289: 3932kg (17%)
FQLZ3387437: 4713kg (17%)
TSBZ3865753: 3382kg (17%)
SLKJ9483117: 2640kg (17%)
VRQU2826840: 2594kg (17%)
VQSZ5897411: 3949kg (17%)
RNDU9466144: 4205kg (17%)
MMCU8174345: 4293kg (17%)
QOAZ7343464: 3656kg (17%)
PAOZ2666458: 2694kg (17%)
LZVZ9630731: 4043kg (17%)
DPYZ2004757: 4332kg (17%)
LHBZ9986492: 4246kg (17%)
SBDZ0056420: 3617kg (17%)
LNEJ3300370: 5073kg (17%)
NCNJ5083116: 4740kg (17%)
XRTZ3068401: 3596kg (17%)
KDNU5077320: 3045kg (17%)
HJLZ9909263: 5021kg (17%)
UTJJ3844137: 3533kg (17%)
VHZZ5156065: 2012kg (17%)
VKAU0786710: 4410kg (17%)
NRQZ1210172: 4124kg (17%)
QAMJ7864822: 3026kg (17%)
PBRU2128494: 3570kg (17%)
BGKU5933176: 3885kg (17%)
KEVZ7810376: 2817kg (17%)
NRZU6428631: 2308kg (17%)
ZTJZ2618886: 4648kg (17%)
HVGJ9169944: 3740kg (17%)
WTQJ3207592: 4172kg (17%)
XWCZ8914028: 4675kg (17%)
ZCSU0861214: 3242kg (17%)
ITKJ1094421: 3040kg (17%)
RTRJ8952190: 2475kg (17%)
ZZCZ7925795: 2407kg (17%)
TBFU1373980: 4324kg (17%)
EIEU7448710: 2945kg (17%)
RZQU5516731: 3718kg (17%)
ZNTJ6309157: 4009kg (17%)
XUVJ0221419: 3050kg (17%)
IEZZ9903659: 4991kg (17%)
GWQZ9568290: 2749kg (17%)
JUZZ0942822: 3828kg (17%)
UKOU7131054: 3813kg (17%)
XELU8616758: 2655kg (17%)
DBXJ3974366: 2373kg (17%)
KISU7345279: 3551kg (17%)
HSQU3514934: 4837kg (17%)
OOLJ4764045: 2308kg (17%)
BKFZ6095992: 1830kg (17%)
MTLJ4204798: 2886kg (17%)
HGRJ0194507: 1960kg (17%)
UXSZ3877675: 3560kg (17%)
VGCZ5233694: 4474kg (17%)
XKAZ8044104: 4426kg (17%)
XTTJ2081760: 3100kg (17%)
BJRU6242502: 4544kg (17%)
FDOU3450888: 4601kg (17%)
ZNFJ3254710: 2454kg (17%)
YGRZ4935520: 3574kg (17%)
XFAZ2364588: 3962kg (17%)
FQXZ6777258: 4848kg (17%)
SKBZ3256980: 2586kg (17%)
DYIU8081581: 3366kg (17%)
TOJJ7888657: 4174kg (17%)
GTRJ8267188: 5020kg (17%)
MBHZ7094692: 1774kg (17%)
UDAJ0240531: 3501kg (17%)
RGQZ3944806: 2759kg (17%)
SZPJ9822114: 3263kg (17%)
GTVJ5436970: 2514kg (17%)
QXHU8193921: 2765kg (17%)
FJOJ5527823: 3278kg (17%)
GZZJ8422974: 3275kg (17%)
VXXU3230901: 3404kg (17%)
LRPZ6270222: 5029kg (17%)
DQFZ0943203: 4282kg (17%)
BQLZ2574342: 4369kg (17%)
JWNJ9763836: 3312kg (17%)
TJAU0353604: 3320kg (17%)
RFFU9240837: 3137kg (17%)
UTCZ1435997: 3408kg (17%)
BKNJ9255377: 3798kg (17%)
MEAZ1645331: 2119kg (17%)
SRMZ4716391: 2810kg (17%)
WHZJ8503970: 4808kg (17%)
XZNU0022146: 2915kg (17%)
ZFCZ6976060: 2280kg (17%)
YPZZ7209380: 3522kg (17%)
ALHZ1276967: 3498kg (17%)
NHOZ5824893: 3653kg (17%)
LUFZ6598477: 2579kg (17%)
CPWZ7959334: 2177kg (17%)
LJSU3100764: 3666kg (17%)
JLSJ9338306: 3883kg (16%)
LJYU3401685: 4410kg (16%)
JIOJ0458858: 2692kg (16%)
XECU3610002: 2422kg (16%)
QFOZ7214598: 3266kg (16%)
WPRZ4736239: 3925kg (16%)
MRRU8174784: 3682kg (16%)
PQSJ8308686: 2714kg (16%)
ZYQJ6060622: 3966kg (16%)
ANGJ0457109: 2578kg (16%)
HDBZ6290452: 3179kg (16%)
ZXMZ7941867: 2643kg (16%)
AVTJ5145675: 4151kg (16%)
CTRU2038766: 3133kg (16%)
EWCU1001307: 2458kg (16%)
HCJZ0422691: 2983kg (16%)
XIMZ7072848: 4011kg (16%)
HRBU2517163: 3052kg (16%)
OTCJ1911093: 4796kg (16%)
RXQJ4756470: 4788kg (16%)
PEWJ3028949: 2223kg (16%)
OHBZ2229614: 2027kg (16%)
XIVJ2065722: 3827kg (16%)
ADLU3085076: 3650kg (16%)
YLHZ8367417: 2736kg (16%)
POCJ3314765: 2324kg (16%)
GJQU6891036: 4496kg (16%)
XSBZ2011066: 3679kg (16%)
AIIZ9728865: 3397kg (16%)
TVEZ9694262: 2122kg (16%)
MXRZ8051187: 2242kg (16%)
ZEGU7111781: 1794kg (16%)
POFU1530332: 3112kg (16%)
PSHJ9187005: 4267kg (16%)
RRHZ1053933: 1871kg (16%)
WJTJ4983000: 2083kg (16%)
KRBJ4269526: 2731kg (16%)
WBBU4454936: 1801kg (16%)
JEQU4256587: 4348kg (16%)
QHZJ7126144: 3122kg (16%)
NVRJ6970791: 2861kg (16%)
GXVZ0685376: 4656kg (16%)
JOMJ6613291: 2056kg (16%)
OQCZ8289581: 2824kg (16%)
VPXU5366689: 4210kg (16%)
ERHU3696963: 3316kg (16%)
QRZZ2610234: 2360kg (16%)
RNXZ3582509: 2949kg (16%)
BXSU5953673: 3683kg (16%)
KRZJ9212930: 3051kg (16%)
BRTJ1508204: 2109kg (16%)
TASJ2739686: 4634kg (16%)
QEXU9946058: 3482kg (16%)
XNNZ3942657: 4022kg (16%)
AUCZ4272851: 4628kg (16%)
LRLJ2384587: 1774kg (16%)
FSGU3028055: 3642kg (16%)
QFSJ1011524: 4041kg (16%)
NKEJ9444122: 3866kg (16%)
IEPZ7321092: 4093kg (16%)
IBWU0552059: 3566kg (16%)
YVTU0745087: 2643kg (16%)
PZVZ8032139: 3007kg (16%)
KJHZ3277725: 3391kg (16%)
AEUU4001366: 4360kg (16%)
YJSU7522996: 4482kg (16%)
TKSZ0061866: 3983kg (16%)
YBGU2788019: 4397kg (16%)
JSTU0390121: 4693kg (16%)
XYNJ4244551: 3927kg (16%)
SYJJ3493642: 3687kg (16%)
GTTU8580515: 3204kg (16%)
QMRZ9181686: 2052kg (16%)
PIFJ9775634: 1693kg (16%)
SBQZ5340258: 2918kg (16%)
RQVJ8429251: 2032kg (16%)
BRTZ2261336: 2479kg (16%)
SFZZ5155998: 1881kg (16%)
VDDJ7685556: 2731kg (16%)
QWKU9957837: 4001kg (16%)
GSWU6959368: 3582kg (16%)
VBQU3684983: 3429kg (16%)
UFSU7633309: 4758kg (16%)
XPQZ8031195: 3940kg (16%)
AHAU7189724: 4404kg (16%)
RIRZ7647006: 3242kg (16%)
VLEJ5285547: 1883kg (16%)
CTFZ0283477: 4702kg (16%)
KIWZ3298672: 3825kg (16%)
VCPJ6439665: 1969kg (16%)
BYBU2383989: 4005kg (16%)
RNJJ0545871: 3434kg (16%)
BFPJ8065573: 2303kg (16%)
XRLZ0948839: 4692kg (16%)
NXGZ8633525: 4606kg (16%)
BXNZ2246730: 3958kg (16%)
VRHU7694070: 2611kg (16%)
GUIZ5507545: 2374kg (16%)
CJWU7809352: 3249kg (16%)
BTTU6801400: 4672kg (16%)
TGKJ9463836: 3104kg (16%)
TCRZ5614640: 3639kg (16%)
SPVJ8358918: 3909kg (16%)
YCPJ7386063: 3442kg (16%)
ZECZ7170013: 3600kg (16%)
BPNJ1268414: 3059kg (16%)
UMUJ6879169: 3306kg (16%)
ZAYU3910561: 2869kg (16%)
CPTZ0027339: 3338kg (16%)
MPVZ1109448: 2500kg (16%)
WQIZ2410535: 3166kg (16%)
KOLJ2598380: 2514kg (16%)
XFVU2666170: 3069kg (16%)
UAGZ7579447: 3998kg (16%)
EHFU8310716: 2721kg (16%)
IAVU2841499: 2613kg (16%)
RUWU5038480: 3073kg (16%)
XWYZ9577104: 2054kg (16%)
NYAZ4883070: 2260kg (16%)
TNWZ2914837: 3835kg (16%)
FPLJ1374670: 2664kg (16%)
SVTJ8156875: 2398kg (16%)
NVVZ0350126: 2229kg (16%)
JGOU3410196: 3044kg (16%)
NMTU3411447: 4698kg (16%)
GOXZ6331984: 2809kg (16%)
IECZ5884559: 3547kg (16%)
DCWJ4335805: 4149kg (16%)
VHRZ2258948: 4727kg (16%)
DJSZ9461137: 3518kg (15%)
HFMU1450979: 3271kg (15%)
UHYZ8855009: 3822kg (15%)
EBLJ7165686: 2796kg (15%)
PKWU7513721: 3173kg (15%)
DHGZ1315831: 4423kg (15%)
CUFZ5313250: 3014kg (15%)
WJYZ8456404: 2329kg (15%)
BSOJ7718967: 2318kg (15%)
RGOJ2085149: 2666kg (15%)
DGEJ8291559: 2395kg (15%)
OJHJ6241110: 1670kg (15%)
QVHZ5606876: 2901kg (15%)
RCYU1802575: 2664kg (15%)
SASJ8025980: 3693kg (15%)
IUTU6681605: 3605kg (15%)
GTGU8280830: 3739kg (15%)
EIWZ7293937: 3584kg (15%)
WNTZ8129527: 4007kg (15%)
MREU1733437: 3215kg (15%)
ITKU9934582: 3686kg (15%)
ORQZ3704244: 2661kg (15%)
HXDZ3981972: 3705kg (15%)
IMYZ7464724: 3158kg (15%)
MRAU1230594: 4495kg (15%)
PHPJ2290785: 3858kg (15%)
YBYU8572252: 4051kg (15%)
XEPZ0139498: 2397kg (15%)
DSCU8695609: 2891kg (15%)
KWOJ8855152: 4347kg (15%)
OTQJ7419819: 2534kg (15%)
AHYZ7158632: 1878kg (15%)
KBWU3388155: 2979kg (15%)
CUKJ7095181: 3599kg (15%)
CMNJ7957443: 1840kg (15%)
LPLZ5091844: 2312kg (15%)
TFMJ8673196: 1933kg (15%)
FJYU6152102: 2083kg (15%)
MWAJ6328459: 3783kg (15%)
JBQZ7190751: 3512kg (15%)
SGJJ5190455: 1687kg (15%)
DMUZ0520775: 3412kg (15%)
HGVU0123979: 2881kg (15%)
SWYJ3199528: 3858kg (15%)
RLQU9126773: 3785kg (15%)
FMPJ6499494: 3187kg (15%)
YDIU5787672: 4220kg (15%)
RVLJ0006643: 2441kg (15%)
UOAU6961492: 2997kg (15%)
OGQU8402730: 3639kg (15%)
WQKJ2891958: 3530kg (15%)
TLZJ3024129: 3932kg (15%)
ZPCJ7692922: 2371kg (15%)
ROUJ1686560: 3079kg (15%)
AZDJ6725392: 3165kg (15%)
GCLU3369287: 3280kg (15%)
AYQJ1058762: 2738kg (15%)
MGGU1090122: 2452kg (15%)
CQTJ2023499: 3898kg (15%)
ALWJ9574971: 3144kg (15%)
HDZZ4010986: 3695kg (15%)
FVPJ8494269: 3562kg (15%)
DRNU8873079: 2684kg (15%)
QCEJ5910329: 1770kg (15%)
DRXZ8425021: 2592kg (15%)
PSPZ2844864: 2138kg (15%)
KAMU6717589: 4430kg (15%)
ZFWU8235653: 2163kg (15%)
GXRU4690800: 3854kg (15%)
YQSZ0506684: 1846kg (15%)
NKWU1943789: 3382kg (15%)
WMGU6829334: 4127kg (15%)
XVLZ4891055: 3981kg (15%)
YDOJ9593490: 2569kg (15%)
FBTZ2047796: 3805kg (15%)
UVBJ3289355: 4019kg (15%)
UBTU4063027: 2270kg (15%)
LTAU2927553: 3705kg (15%)
WWOZ8601169: 3589kg (15%)
IUUU8345249: 2010kg (15%)
JHSZ5436462: 4190kg (15%)
XCOZ7636792: 3565kg (15%)
ICIZ3683748: 3019kg (15%)
UQAJ8348622: 3949kg (15%)
XWGU3246397: 4182kg (15%)
OVXJ1032294: 2751kg (15%)
MDQZ2348083: 3826kg (15%)
QWCJ4461938: 3543kg (15%)
NZMZ9690718: 3367kg (15%)
ZMAU3722352: 3701kg (15%)
DNJU5732001: 3894kg (15%)
VATU7724754: 4369kg (15%)
NIOJ2575861: 1861kg (15%)
VZNZ7766309: 2374kg (15%)
RTPU0745090: 3418kg (15%)
EKQJ2854349: 2431kg (15%)
KMMZ0786953: 1877kg (15%)
VZUJ7356127: 4189kg (15%)
ISRZ5397739: 2883kg (15%)
KVSU6923344: 2422kg (15%)
PHPZ9158146: 3527kg (15%)
ITOU4579955: 4440kg (15%)
XZGJ7504809: 2476kg (15%)
MKIJ1498169: 2094kg (15%)
NMGJ0878112: 3077kg (15%)
EYEJ2375695: 2734kg (15%)
HHJJ3662860: 2940kg (15%)
KBUJ5865721: 2635kg (15%)
UMRU0231593: 3658kg (15%)
MECJ0425562: 3052kg (15%)
WJVU3002739: 1892kg (15%)
OETZ4904317: 4202kg (15%)
MZYJ5519100: 3467kg (15%)
ERTU4772402: 3394kg (15%)
ASIU6524905: 3232kg (15%)
TSHJ3358113: 2776kg (15%)
FXOZ0103736: 3301kg (15%)
BZYU1288136: 2948kg (15%)
CFNU7792224: 3155kg (15%)
RBSZ8125650: 3703kg (15%)
JZNZ2947209: 1914kg (15%)
RKFU4082867: 1973kg (15%)
DOUU2317339: 3570kg (15%)
MGDZ0383825: 1976kg (15%)
RNHJ6117709: 3962kg (15%)
MZGU8655530: 3366kg (15%)
IQZZ4088595: 4114kg (15%)
